"Börsdata ID";"Bolagsnamn";"Info - Land";"Info - Ticker";"Info - Sektor";"Börsvärde - Senaste SEK";"P/E - Senaste";"PEG - Senaste";"Beta - 1år";"P/B - Senaste";"EV/EBIT - Senaste";"EV/S - Senaste";"P/FCF - Senaste";"ROE - Senaste";"ROIC - Senaste";"Bruttomarg - Senaste";"EBIT-marg - Senaste";"Vinstmarg - Senaste";"F-Score - Poäng";"Balanslik. - Senaste";"Omsätt. tillv. - År. tillv. 3år";"N.skuld/Ebitda - Senaste";"Kursutveck. - Utveck.  3m";"Kursutveck. - Utveck.  6m";"Kursutveck. - Utveck.  1år"
"2338";"Springvest";"Finland";"SPRING";"Finans & Fastighet";"572,8";"54,8";"-1,3";"0,54";"2,3";"41,3";"8,4";"452,6";"4,1%";"3,5%";"77,5%";"20,5%";"15,9%";;;"15,9%";"-1,4";"26,1%";"26,4%";"14,8%"
"429";"Sprint Bioscience";"Sverige";"SPRINT";"Hälsovård";"211,0";"2,0";"0,0";"0,43";"1,8";"0,9";"0,5";"2,5";"77,0%";"-1218,8%";"92,5%";"58,2%";"54,9%";"3";"7,6";"1162,9%";"-1,3";"39,9%";"255,9%";"191,1%"
"731";"SRV Group";"Finland";"SRV1V";"Industri";"932,0";"6,3";"0,0";"0,49";"0,5";"5,1";"0,2";"1,6";"9,3%";"6,8%";"13,8%";"3,9%";"2,2%";"7";"2,6";"-2,9%";"1,7";"12,6%";"-5,0%";"-4,3%"
"695";"SSAB B";"Finland";"SSABBH";"Material";"68647,1";"13,5";"-0,5";"1,31";"1,0";"9,0";"0,6";"-100,1";"7,2%";"8,5%";"12,9%";"6,4%";"5,1%";"4";"2,5";"-9,3%";"-1,1";"-4,0%";"29,5%";"-1,5%"
"1632";"SSAB B";"Sverige";"SSAB B";"Material";"66195,4";"13,5";"-0,5";"1,12";"1,0";"8,9";"0,6";"-99,8";"7,2%";"8,5%";"12,9%";"6,4%";"5,1%";"4";"2,5";"-9,3%";"-1,1";"-4,3%";"26,5%";"-3,3%"
"812";"SSH Communications";"Finland";"SSH1V";"Informationsteknik";"1301,8";"-72,7";;"0,51";"6,1";"-48,3";"4,9";"-12,6";"-6,2%";"-7,8%";"99,5%";"-10,2%";"-7,4%";"4";"1,9";"3,8%";;"-29,5%";"-42,6%";"82,1%"
"2509";"Stainless Tankers";"Norge";"STST";"Industri";"542,3";"43,9";"-1,3";"0,11";"9,3";"56,0";"11,5";"7,7";"21,3%";"14,3%";"49,4%";"20,5%";"24,6%";"6";"1,3";;"1,5";"0,3%";"-11,2%";"-27,8%"
"555";"Star Vault";"Sverige";"STVA B";"Sällanköpsvaror";"30,7";"-38,4";;"0,17";"2,0";"-31,8";"3,3";"-24,9";"-5,4%";"-6,6%";"100,0%";"-10,2%";"-9,5%";"3";"3,9";"-18,2%";;"-3,9%";"-9,9%";"-52,6%"
"386";"Starbreeze B";"Sverige";"STAR B";"Sällanköpsvaror";"132,1";"-0,3";;"0,35";"0,6";"-0,2";"0,3";"-1,1";"-180,7%";"-223,1%";"-122,2%";"-181,4%";"-180,7%";"4";"2,7";"20,1%";"-2,1";"-21,7%";"-55,2%";"-55,3%"
"1924";"Stayble Therapeutics";"Sverige";"STABL";"Hälsovård";"10,9";"-1,6";;"0,16";"1,6";"-1,2";;"-1,6";"-100,1%";"-130,2%";;;;"1";"3,5";;;"-25,1%";"-38,5%";"-68,2%"
"302";"Stendörren Fastigheter";"Sverige";"STEF B";"Finans & Fastighet";"5924,7";"22,8";"17,5";"0,58";"1,0";"46,7";"14,0";"-4,4";"4,2%";"1,6%";"80,7%";"29,9%";"23,8%";;"0,6";"12,4%";"28,6";"-6,9%";"-9,0%";"-4,0%"
"2050";"Stenhus Fastigheter";"Sverige";"SFAST";"Finans & Fastighet";"4453,9";"13,6";"0,5";"0,59";"0,7";"29,2";"11,7";"70,4";"5,5%";"2,5%";"77,3%";"39,9%";"31,7%";;"0,5";"13,3%";"18,5";"6,4%";"15,0%";"8,3%"
"1746";"Stenocare";"Danmark";"STENO";"Hälsovård";"58,6";"-16,2";;"0,60";"4,1";"-22,6";"5,7";"-5,1";"-25,2%";"-27,3%";"16,9%";"-25,3%";"-34,0%";"3";"1,5";"16,1%";"-0,7";"-37,0%";"-20,2%";"108,9%"
"347";"Stille";"Sverige";"STIL";"Hälsovård";"1684,7";"30,2";"-7,0";"0,42";"2,4";"22,8";"2,9";"-24,7";"7,9%";"6,8%";"50,7%";"12,9%";"9,8%";"5";"3,5";"32,1%";"-0,2";"-3,8%";"-14,0%";"-24,1%"
"926";"Stillfront";"Sverige";"SF";"Sällanköpsvaror";"1946,5";"-0,8";;"0,84";"0,5";"-3,3";"1,0";"5,4";"-60,1%";"-26,9%";"61,2%";"-30,5%";"-42,0%";"4";"1,0";"-6,8%";"-10,2";"-40,1%";"-34,2%";"-29,2%"
"1688";"Stockholm Treasury";"Sverige";"STHLM";"Sällanköpsvaror";"10,2";"-1,8";;"1,60";"3,7";"-2,8";"0,5";"-36,3";"-199,1%";"-202,9%";"42,8%";"-16,8%";"-25,8%";"5";"0,5";"-9,7%";;"83,4%";"-52,3%";"-50,4%"
"144";"Stockwik Förvaltning";"Sverige";"STWK";"Finans & Fastighet";"129,8";"-10,2";;"0,16";"0,6";"10,8";"0,6";"4,5";"-5,2%";"-2,0%";"57,0%";"5,2%";"-1,2%";;"1,3";"5,8%";"4,0";"7,1%";"-12,2%";"-21,7%"
"1023";"Stolt-Nielsen";"Norge";"SNI";"Industri";"19621,0";"4,9";"-0,4";"0,89";"0,8";"10,2";"1,6";"40,3";"14,5%";"7,6%";"24,6%";"15,4%";"12,6%";"4";"0,7";"-0,0%";"3,2";"-0,8%";"-6,7%";"25,2%"
"2142";"StoneBeach";"Sverige";"SBG";"Informationsteknik";"27,9";"-77,1";;"0,69";"2,5";"-62,8";"2,5";"-49,0";"-3,3%";"-8,7%";"81,3%";"-4,0%";"-4,4%";"2";"12,9";"26,2%";"-6,8";"-14,0%";"-5,3%";"31,1%"
"212";"Stora Enso R";"Sverige";"STE R";"Material";"82805,1";"11,0";"0,0";"0,98";"0,7";"11,5";"1,2";"10,8";"6,5%";"4,8%";"24,7%";"10,1%";"7,5%";"7";"1,2";"-7,2%";"2,2";"-6,7%";"1,3%";"-4,8%"
"696";"Stora Enso R";"Finland";"STERV";"Material";"85834,7";"11,0";"0,0";"1,38";"0,7";"11,5";"1,2";"10,9";"6,5%";"4,8%";"24,7%";"10,1%";"7,5%";"7";"1,2";"-7,2%";"2,2";"-5,6%";"3,8%";"-3,0%"
"964";"Storebrand";"Norge";"STB";"Finans & Fastighet";"76836,4";"14,7";"-2,3";"0,55";"2,2";"12,2";"5,1";"16,2";"14,9%";"0,5%";"59,3%";"41,5%";"34,4%";;;"-33,2%";;"0,1%";"14,2%";"31,2%"
"2274";"Storskogen";"Sverige";"STOR B";"Finans & Fastighet";"14289,9";"13,4";"0,0";"1,48";"0,7";"10,5";"0,8";"11,6";"5,2%";"3,4%";"46,4%";"7,2%";"3,2%";;"1,5";"-1,1%";"2,7";"-23,8%";"-11,0%";"-39,4%"
"471";"Storytel";"Sverige";"STORY B";"Sällanköpsvaror";"5987,4";"12,5";"0,1";"0,86";"3,2";"13,8";"1,5";"18,7";"25,4%";"34,6%";"45,6%";"10,5%";"12,0%";"9";"1,4";"7,9%";"-0,2";"-5,1%";"-7,2%";"-16,0%"
"1288";"Strategic Investments";"Danmark";"STRINV";"Finans & Fastighet";"445,5";"-3,8";;"0,07";"1,0";"-5,6";;"-4,7";"-25,4%";"-23,4%";;;;;"2,1";;"-1,2";"1,4%";"10,2%";"-26,3%"
"1583";"Strategic Partners";"Danmark";"STRAP";"Finans & Fastighet";"39,3";"-7,6";;"0,38";"1,4";"-3,1";;"-7,5";"-18,5%";"-22,5%";;;;;"19,4";;;"-7,7%";"-35,3%";"-12,8%"
"1020";"StrongPoint";"Norge";"STRO";"Industri";"473,9";"-92,6";;"0,40";"1,0";"-31,0";"0,4";"8,7";"-1,0%";"-0,9%";"43,1%";"-1,2%";"-0,4%";"5";"1,3";"-0,3%";"2,3";"1,5%";"-5,1%";"2,0%"
"760";"Studentbostäder";"Sverige";"STUDBO";"Finans & Fastighet";"1158,7";"9,2";"0,1";"0,09";"0,1";"126,5";"12,1";"4,6";"1,5%";"0,6%";"63,6%";"9,6%";"7,6%";;"0,1";"18,3%";"119,2";"-4,0%";"-14,1%";"28,5%"
"213";"Studsvik";"Sverige";"SVIK";"Industri";"2465,7";"66,1";"0,2";"0,32";"6,4";"36,9";"2,9";"25,1";"9,6%";"6,2%";"24,1%";"7,8%";"4,2%";"8";"0,9";"2,7%";"0,9";"21,5%";"36,4%";"142,7%"
"1938";"Subgen AI";"Sverige";"SUBGEN";"Hälsovård";"188,4";"-0,0";;"0,77";"-0,0";"-0,6";;"-0,0";;;;;;;"0,1";"-100,0%";"-0,6";"-90,3%";"-97,5%";"-99,9%"
"965";"Subsea7";"Norge";"SUBC";"Energi";"77949,3";"18,2";"0,2";"1,02";"1,7";"10,6";"1,2";"6,0";"9,3%";"9,7%";"15,2%";"10,9%";"5,8%";"8";"1,1";"11,3%";"0,4";"27,0%";"25,5%";"52,8%"
"761";"Summa Defence";"Sverige";"SUMMAS";"Industri";"571,0";"-2,1";;"0,13";"0,3";"-2,7";"0,6";"3,9";"-12,8%";"-9,2%";"29,9%";"-23,2%";"-29,4%";"3";"1,1";"111,9%";"-0,1";"-23,3%";"-71,8%";"-84,3%"
"996";"Summa Defence";"Finland";"SUMMA";"Industri";"598,6";"-2,2";;"0,31";"0,3";"-2,8";"0,6";"4,1";"-12,8%";"-9,2%";"29,9%";"-23,2%";"-29,4%";"3";"1,1";"111,9%";"-0,1";"-18,2%";"-71,0%";"-83,7%"
"1762";"Sunborn";"Finland";"SBI";"Sällanköpsvaror";"1012,6";"-22,4";;"-0,37";"1,1";"80,6";"8,9";"-289,8";"-5,0%";"-3,9%";"96,5%";"11,0%";"-21,1%";"3";"0,1";"86,7%";"12,6";"-63,5%";"-47,7%";"-75,9%"
"564";"Suntrade";"Sverige";"STRD B";"Kraftförsörjning";"58,1";"-12,5";;"-1,69";"19,8";"-17,6";"9,0";;"-161,7%";"-70,5%";"48,8%";"-50,9%";"-72,8%";"1";"0,6";;"-0,1";"-31,8%";"-64,7%";"20,0%"
"804";"Suominen";"Finland";"SUY1V";"Dagligvaror";"845,0";"-6,3";;"0,06";"0,8";"-17,4";"0,2";"-5,7";"-12,6%";"-6,9%";"6,4%";"-1,4%";"-2,9%";"5";"1,8";"-5,8%";"2,4";"-21,8%";"-31,7%";"-37,4%"
"1489";"Surgical Science";"Sverige";"SUS";"Hälsovård";"1603,2";"24,0";"-0,5";"0,87";"0,4";"14,3";"1,0";"-29,4";"1,6%";"1,8%";"66,3%";"6,9%";"6,7%";"6";"4,1";"7,3%";"-4,0";"-0,4%";"-65,8%";"-75,8%"
"1362";"Sustainable Energy";"Sverige";"SENS";"Industri";"7,1";"-0,2";;"1,52";"-0,2";"-1,6";"-10,9";"-7,4";;;"-99,3%";;;"1";"0,5";"-154,9%";"-2,3";"-30,2%";"-40,0%";"-68,1%"
"551";"Sustainion";"Sverige";"SUSG";"Informationsteknik";"345,3";"13,7";"0,0";"0,09";"2,0";"10,4";"0,7";"199,4";"14,8%";"9,8%";"30,2%";"7,1%";"4,3%";"8";"1,1";"54,1%";"1,4";"19,5%";"60,6%";"66,5%"
"2551";"Sveafastigheter";"Sverige";"SVEAF";"Finans & Fastighet";"7176,0";"11,6";"0,4";"0,56";"0,5";"25,3";"12,8";"-15,2";"4,1%";"2,2%";"65,8%";"50,7%";"40,2%";;"0,5";;"16,1";"-9,2%";"-4,5%";"8,1%"
"216";"Sweco B";"Sverige";"SWEC B";"Industri";"48566,7";"21,7";"3,0";"0,92";"3,9";"16,6";"1,7";"19,2";"17,9%";"13,6%";"100,0%";"10,1%";"7,0%";"7";"1,1";"9,1%";"1,1";"-11,0%";"-15,2%";"-29,3%"
"217";"Swedbank";"Sverige";"SWED A";"Finans & Fastighet";"375599,6";"11,4";"-1,9";"0,84";"1,7";"9,0";"5,4";"-7,5";"14,5%";"1,2%";"77,8%";"60,0%";"47,7%";;;"8,9%";;"5,1%";"19,2%";"25,9%"
"214";"Svedbergs Group";"Sverige";"SVED B";"Sällanköpsvaror";"3494,1";"16,1";"0,6";"0,49";"2,2";"13,0";"1,9";"19,6";"13,5%";"8,6%";"47,2%";"14,6%";"9,6%";"7";"1,8";"7,1%";"1,9";"-1,2%";"14,3%";"28,6%"
"2402";"Sweden BuyersClub";"Sverige";"BUY";"Informationsteknik";"51,2";"-11,1";;"0,54";"5,3";"-16,9";"0,5";"-9,8";"-48,0%";"-38,7%";"36,9%";"-2,9%";"-3,8%";"4";"0,7";"35,0%";"6,5";"-25,5%";"17,4%";"-16,2%"
"1312";"Swedencare";"Sverige";"SECARE";"Dagligvaror";"3780,2";"67,6";"-1,6";"0,61";"0,6";"39,0";"2,0";"-18,5";"0,8%";"0,6%";"56,3%";"5,2%";"2,1%";"5";"2,6";"13,6%";"3,8";"-37,1%";"-32,2%";"-39,2%"
"2379";"Swedish Logistic Property";"Sverige";"SLP B";"Finans & Fastighet";"10654,8";"21,4";"0,8";"0,67";"1,2";"32,4";"18,6";"-2,8";"5,5%";"2,7%";"87,8%";"57,4%";"45,6%";;"0,4";"35,2%";"15,4";"-6,6%";"-7,3%";"7,7%"
"219";"Swedish Orphan Biovitrum";"Sverige";"SOBI";"Hälsovård";"130384,3";"262,4";"-3,0";"0,72";"3,5";"162,4";"5,0";"30,5";"1,3%";"0,9%";"77,9%";"3,1%";"1,7%";"6";"0,9";"14,5%";"1,0";"11,2%";"29,9%";"27,1%"
"1400";"Svenska Aerogel";"Sverige";"AERO";"Material";"44,9";"-1,4";;"0,63";"1,2";"-1,2";"7,9";"-1,7";"-84,4%";"-106,6%";"-229,1%";"-667,6%";"-676,7%";"3";"2,0";"-9,5%";;"0,0%";"-14,4%";"-35,3%"
"2411";"Swiss Properties Invest";"Danmark";"SWISS";"Finans & Fastighet";"355,4";"3,9";"0,0";"0,10";"0,7";"8,4";"31,3";"-48,3";"18,8%";"8,0%";"88,5%";"373,2%";"282,0%";;"0,6";;"5,4";"-1,0%";"-1,0%";"13,2%"
"215";"Svolder B";"Sverige";"SVOL B";"Finans & Fastighet";"4902,9";"-10,9";;"0,97";"0,9";"-9,9";;"-25,8";"-8,6%";"-9,2%";;;;;"3,6";;;"-14,7%";"-11,5%";"-18,6%"
"1317";"SynAct Pharma";"Sverige";"SYNACT";"Hälsovård";"941,0";"-7,7";;"0,83";"5,2";"-7,2";;"-9,2";"-65,1%";"-76,1%";;;;"1";"3,3";;;"-17,9%";"-14,8%";"1,0%"
"576";"Synexo";"Sverige";"SYNEXO";"Finans & Fastighet";"40,9";"1,5";"0,0";"0,46";"0,3";"-0,7";"0,6";;"20,2%";"21,8%";"82,8%";"-85,1%";"65,8%";;;"-22,5%";;"16,7%";"0,0%";"50,0%"
"2290";"Synsam";"Sverige";"SYNSAM";"Sällanköpsvaror";"9862,5";"21,0";"0,8";"0,66";"3,9";"14,5";"1,8";"10,1";"18,6%";"8,2%";"74,2%";"12,2%";"6,4%";"7";"1,1";"10,2%";"1,8";"1,1%";"8,1%";"43,3%"
"480";"SyntheticMR";"Sverige";"SYNT";"Hälsovård";"84,7";"-1,0";;"0,51";"0,5";"-1,1";"0,9";"-1,0";"-51,8%";"-53,3%";"11,8%";"-86,4%";"-96,3%";"2";"2,1";"-5,8%";;"-26,5%";"-64,6%";"-75,7%"
"221";"Systemair";"Sverige";"SYSR";"Industri";"14987,9";"21,6";"-2,5";"1,07";"2,6";"14,0";"1,3";"21,9";"12,1%";"11,2%";"36,8%";"9,2%";"5,7%";"8";"1,9";"0,5%";"0,5";"-15,7%";"-14,3%";"-13,0%"
"2247";"Söder Sportfiske";"Sverige";"SODER";"Sällanköpsvaror";"169,2";"21,7";"2,7";"0,27";"1,9";"17,8";"0,5";"14,7";"8,6%";"12,3%";"39,2%";"3,0%";"3,2%";"7";"2,9";"3,8%";"-3,0";"-7,4%";"-23,1%";"-33,8%"
"998";"Taaleri";"Finland";"TAALA";"Finans & Fastighet";"2289,5";"12,3";"-0,3";"0,64";"0,9";"7,8";"3,2";"25,3";"7,5%";"5,6%";"71,8%";"40,9%";"26,1%";;;"1,4%";;"-5,2%";"-0,8%";"-5,7%"
"348";"TagMaster";"Sverige";"TAGM B";"Informationsteknik";"344,2";"15,3";"0,0";"0,70";"1,3";"13,0";"0,8";"6,2";"8,5%";"7,6%";"69,8%";"6,4%";"4,7%";"8";"1,5";"10,5%";"0,7";"35,1%";"48,7%";"63,8%"
"999";"Talenom";"Finland";"TNOM";"Industri";"697,6";"22,7";"-0,4";"0,75";"1,2";"25,3";"1,4";"5,4";"6,1%";"2,5%";"99,0%";"5,7%";"2,6%";"5";"1,0";"2,2%";"2,8";"-53,9%";"-64,5%";"-60,2%"
"1309";"Talkpool";"Sverige";"TALK";"Telekommunikation";"107,9";"6,9";"0,1";"0,43";"5,2";"5,3";"0,6";"8,6";"69,9%";"67,7%";"27,0%";"10,8%";"7,6%";"7";"1,3";"-13,1%";"0,4";"6,4%";"4,4%";"78,5%"
"1768";"Tallink Grupp";"Finland";"TALLINK";"Industri";"5080,1";"26,3";"-0,5";"0,37";"0,6";"17,6";"1,2";"2,6";"2,3%";"1,6%";"18,7%";"6,6%";"2,3%";"7";"0,5";"-0,3%";"3,3";"5,9%";"-0,3%";"-6,2%"
"2485";"Tamtron";"Finland";"TAMTRON";"Industri";"448,6";"85,0";"-3,5";"0,54";"1,8";"20,1";"0,7";"-16,9";"2,1%";"1,7%";"57,9%";"3,4%";"0,8%";"5";"1,6";"14,5%";"-0,4";"-4,7%";"-3,6%";"-5,0%"
"1466";"TCECUR";"Sverige";"TCC A";"Informationsteknik";"157,8";"-6,8";;"0,25";"0,7";"-9,3";"0,3";"5,4";"-10,2%";"-8,7%";"49,7%";"-3,6%";"-4,2%";"5";"0,9";"3,2%";"0,8";"-7,9%";"-33,2%";"-20,9%"
"1584";"TCM Group";"Danmark";"TCM";"Sällanköpsvaror";"1028,8";"8,6";"0,2";"0,30";"1,1";"9,0";"0,8";"-18,9";"12,4%";"7,6%";"22,7%";"9,1%";"6,1%";"7";"0,8";"3,7%";"2,4";"-1,5%";"-11,2%";"-14,1%"
"1047";"Techstep";"Norge";"TECH";"Informationsteknik";"389,8";"-4,0";;"0,24";"0,8";"-5,9";"0,5";"-35,1";"-19,0%";"-17,1%";"43,7%";"-9,0%";"-9,4%";"5";"0,6";"-9,0%";"1,3";"-17,6%";"-15,4%";"-13,4%"
"842";"Tecnotree";"Finland";"TEM1V";"Informationsteknik";"1411,8";"9,2";"0,4";"0,63";"0,9";"3,1";"1,1";"16,5";"10,0%";"9,1%";"97,7%";"35,4%";"14,1%";"8";"5,0";"0,4%";"-0,4";"31,1%";"14,0%";"54,6%"
"2126";"Tekna Holding";"Norge";"TEKNA";"Industri";"773,1";"-5,3";;"0,91";"1,0";"-6,0";"1,3";"-8,8";"-19,3%";"-24,6%";"55,1%";"-22,3%";"-30,5%";"3";"3,7";"9,8%";;"6,1%";"-24,7%";"-43,1%"
"2561";"Tekova";"Finland";"TEKOVA";"Industri";"601,7";"6,5";"0,1";"0,28";"3,5";"3,5";"0,3";"11,3";"52,1%";"-744,3%";"19,4%";"9,3%";"7,4%";"7";"1,7";;"-1,7";"-5,7%";"-23,4%";"47,8%"
"222";"Tele2 B";"Sverige";"TEL2 B";"Telekommunikation";"132978,4";"28,9";"1,5";"0,39";"5,9";"24,4";"5,4";"17,3";"20,6%";"9,4%";"43,5%";"22,1%";"15,3%";"8";"0,5";"2,1%";"2,3";"24,8%";"21,2%";"48,2%"
"966";"Telenor";"Norge";"TEL";"Telekommunikation";"237624,9";"28,2";"-0,5";"0,32";"3,3";"17,7";"4,1";"11,0";"10,7%";"5,1%";"77,5%";"23,5%";"10,7%";"6";"0,7";"-8,2%";"2,4";"18,0%";"1,6%";"13,5%"
"843";"Teleste";"Finland";"TLT1V";"Informationsteknik";"765,5";"24,6";"0,2";"0,18";"1,2";"12,9";"0,6";"7,9";"4,8%";"3,9%";"54,4%";"4,9%";"2,0%";"5";"1,6";"-5,6%";"1,7";"-0,6%";"-9,1%";"22,4%"
"223";"Telia Company";"Sverige";"TELIA";"Telekommunikation";"185792,2";"36,6";"1,1";"0,28";"3,6";"24,6";"3,2";"9,1";"6,4%";"2,4%";"65,1%";"12,9%";"4,4%";"6";"0,9";"-3,8%";"2,5";"22,4%";"31,4%";"33,1%"
"697";"Telia Company";"Finland";"TELIA1";"Telekommunikation";"192805,4";"36,7";"1,1";"0,57";"3,6";"24,7";"3,2";"9,1";"6,4%";"2,4%";"65,1%";"12,9%";"4,4%";"6";"0,9";"-3,8%";"2,5";"23,2%";"34,7%";"35,9%"
"2135";"Tellusgruppen";"Sverige";"TELLUS";"Industri";"106,6";"23,2";"0,2";"0,04";"39,6";"11,2";"0,3";"3,8";"170,5%";"52,6%";"101,1%";"2,3%";"0,9%";"5";"0,5";"14,8%";"0,6";"14,3%";"35,1%";"-0,8%"
"1564";"Tempest Security";"Sverige";"TSEC";"Industri";"106,9";"-10,0";;"0,13";"5,7";"-17,1";"0,3";"-57,3";"-57,2%";"-42,0%";"93,5%";"-1,5%";"-1,8%";"4";"0,6";"10,9%";"11,6";"-8,5%";"-25,0%";"-4,2%"
"1549";"Teneo AI";"Sverige";"TENEO";"Informationsteknik";"244,1";"-3,3";;"1,42";"-1,1";"-11,8";"5,9";"-4,3";;"-215,9%";"29,5%";"-49,7%";"-85,2%";"2";"1,0";"23,6%";"-10,2";"1,0%";"-15,5%";"-26,7%"
"1789";"Teqnion";"Sverige";"TEQ";"Industri";"2427,3";"24,6";"8,5";"0,66";"2,8";"22,8";"1,6";"-18,1";"11,2%";"6,8%";"47,5%";"7,0%";"5,5%";"4";"2,0";"10,8%";"1,6";"-21,4%";"-6,1%";"-13,4%"
"1462";"TerraNet";"Sverige";"TERRNT B";"Telekommunikation";"141,0";"-3,0";;"0,86";"2,4";"-2,7";;"-3,0";"-78,2%";"-156,5%";;;;"2";"3,7";;;"-10,4%";"-30,6%";"-51,5%"
"2586";"Terranor Group";"Sverige";"TERNOR";"Industri";"482,0";"-20,8";;;"2,6";"55,2";"0,2";"2,3";"-12,3%";"-5,6%";"30,0%";"0,4%";"-0,6%";"4";"0,9";;"2,1";"-7,3%";"-15,1%";
"1567";"Terveystalo";"Finland";"TTALO";"Hälsovård";"13388,7";"12,9";"0,5";"0,39";"2,1";"12,5";"1,3";"8,8";"15,9%";"8,9%";"60,5%";"10,8%";"7,2%";"8";"0,7";"0,5%";"2,1";"-0,8%";"-9,0%";"-19,0%"
"2149";"Tessin Nordic";"Sverige";"TESSIN";"Finans & Fastighet";"19,3";"-0,3";;"0,24";"-0,2";"-2,1";"5,1";"0,9";;;"-60,5%";"-242,6%";"-403,6%";;"0,8";"-33,7%";"-1,8";"-31,2%";"-36,9%";"-45,3%"
"1321";"TF Bank";"Sverige";"TFBANK";"Finans & Fastighet";"10206,9";"15,9";"2,6";"0,70";"3,4";"11,9";"3,5";"12,3";"21,1%";"2,2%";"68,4%";"29,5%";"22,1%";;;"27,2%";;"-4,2%";"-7,2%";"28,0%"
"967";"TGS";"Norge";"TGS";"Energi";"24765,5";"130,2";"-1,6";"1,24";"1,2";"16,9";"2,0";"6,1";"0,9%";"0,7%";"81,4%";"12,0%";"1,2%";"5";"0,6";"28,7%";"1,7";"40,9%";"72,7%";"23,5%"
"2043";"The Kingfish Company";"Norge";"KING";"Dagligvaror";"438,0";"-1,1";;"0,22";"0,8";"-5,6";"4,5";"-3,6";"-72,6%";"-22,2%";"47,0%";"-80,5%";"-106,1%";"2";"4,6";"19,1%";"-9,5";"-28,7%";"-42,7%";"-45,8%"
"1756";"Thinc";"Sverige";"THINC";"Informationsteknik";"35,8";"29,8";"0,2";"0,65";"1,1";"9,8";"0,2";"-11,2";"2,3%";"2,0%";"28,8%";"2,0%";"0,4%";"3";"0,7";"-3,2%";"1,8";"33,8%";"10,5%";"24,3%"
"1089";"Thor Medical";"Norge";"TRMED";"Hälsovård";"1747,3";"-27,7";;"0,70";"3,7";"-23,8";"4150,7";"-14,6";"-12,7%";"-12,0%";"-8050,0%";"-17425,0%";"-14500,0%";;"4,6";;;"4,5%";"8,0%";"112,9%"
"428";"Thule";"Sverige";"THULE";"Sällanköpsvaror";"21653,9";"19,4";"-7,9";"1,27";"3,0";"15,7";"2,5";"27,2";"15,4%";"9,3%";"46,0%";"15,7%";"10,7%";"6";"2,1";"0,9%";"2,0";"-14,1%";"-14,8%";"-39,5%"
"224";"TietoEVRY";"Sverige";"TIETOS";"Informationsteknik";"23395,8";"82,8";"0,6";"0,57";"2,0";"36,1";"1,5";"5,0";"2,4%";"1,5%";"78,0%";"4,1%";"1,4%";"6";"1,3";"-14,2%";"2,2";"-1,0%";"11,4%";"-10,4%"
"698";"TietoEVRY";"Finland";"TIETO";"Informationsteknik";"24316,5";"-11,9";;"0,81";"2,1";"-17,0";"1,0";"4,7";"-17,5%";"-11,3%";"78,9%";"-6,1%";"-8,7%";"5";"1,0";"-10,7%";;"0,3%";"15,1%";"-6,8%"
"1895";"TietoEVRY";"Norge";"TIETO";"Informationsteknik";"24562,0";"77,2";"0,5";"0,21";"1,9";"34,1";"1,4";"4,7";"2,4%";"1,5%";"78,0%";"4,1%";"1,4%";"6";"1,3";"-14,2%";"2,2";"-7,9%";"7,3%";"-11,1%"
"1551";"Time People Group";"Sverige";"TPGR";"Informationsteknik";"13,9";"-0,4";;"0,20";"-1,1";"-0,8";"0,1";"-0,6";;;"71,0%";"-9,9%";"-11,4%";"1";"0,7";"-19,3%";"-0,5";"-55,0%";"-81,5%";"-85,0%"
"1934";"Tinde Sparebank";"Norge";"TINDE";"Finans & Fastighet";"625,9";"10,8";"8,5";"0,02";"0,4";"9,0";"2,4";;"3,9%";"0,6%";"70,6%";"26,6%";"22,1%";;;"26,0%";;"-6,3%";"-8,6%";"-12,2%"
"1856";"Tingsvalvet A";"Sverige";"TINGS A";"Finans & Fastighet";"798,9";"13,3";"1,0";"0,11";"0,6";"36,2";"13,3";"-1,8";"4,9%";"2,0%";"87,4%";"36,6%";"29,1%";;"0,7";"40,2%";"25,5";"9,7%";"24,4%";"17,6%"
"2330";"Titania";"Sverige";"TITA B";"Finans & Fastighet";"670,7";"1,3";"0,1";"0,54";"0,4";"217,4";"39,3";"-0,6";"27,7%";"11,7%";"-183,7%";"18,1%";"482,8%";;"0,4";"-23,9%";"114,6";"-0,7%";"-5,2%";"14,1%"
"1570";"Titanium";"Finland";"TITAN";"Finans & Fastighet";"909,1";"15,0";"-0,6";"0,47";"4,9";"9,6";"3,3";"14,0";"32,7%";"307,2%";"90,4%";"34,0%";"26,4%";;"8,2";"-10,1%";"-1,9";"13,6%";"21,8%";"-0,8%"
"1207";"Tivoli";"Danmark";"TIV";"Sällanköpsvaror";"5369,5";"35,9";"-4,4";"0,24";"3,1";"28,8";"3,0";"-555,5";"8,7%";"6,8%";"66,1%";"10,3%";"7,5%";"5";"0,4";"5,2%";"1,4";"5,1%";"3,7%";"4,4%"
"745";"Tobii";"Sverige";"TOBII";"Informationsteknik";"473,0";"-2,0";;"0,64";"1,1";"-4,7";"1,1";"5,0";"-54,9%";"-23,3%";"80,1%";"-23,3%";"-26,0%";"5";"1,1";"2,4%";"1,7";"-14,4%";"-51,5%";"-4,9%"
